epoch,train_loss,train_accuracy,test_loss.result,test_accuracy
1,2.20344877243042,23.60544204711914,1.9588998556137085,35.71428680419922
2,1.938193440437317,35.4251708984375,1.6733592748641968,47.5
3,1.6497626304626465,47.08616638183594,1.4343984127044678,56.534393310546875
4,1.4093620777130127,56.054420471191406,1.2474133968353271,63.075401306152344
5,1.217782735824585,62.850337982177734,1.0990139245986938,67.82539367675781
6,1.0648120641708374,68.10657501220703,0.9809094071388245,71.67989349365234
7,0.9416469931602478,72.18659210205078,0.8886795043945312,74.5464859008789
8,0.8415476679801941,75.4549331665039,0.8159931898117065,76.79563903808594
9,0.7591956853866577,78.08012390136719,0.7562960386276245,78.70370483398438
10,0.6905673742294312,80.2244873046875,0.7077532410621643,80.14285278320312
11,0.6326108574867249,81.98825073242188,0.669208824634552,81.34199523925781
12,0.5832797288894653,83.47222137451172,0.6382772922515869,82.28174591064453
13,0.5408868789672852,84.73312377929688,0.6124601364135742,83.0830307006836
14,0.5040902495384216,85.81875610351562,0.5891971588134766,83.83219909667969
15,0.47185027599334717,86.76417541503906,0.5685681700706482,84.4920654296875
16,0.4433254897594452,87.5914077758789,0.5500024557113647,85.06448364257812
17,0.417930543422699,88.32132720947266,0.53355872631073,85.57422637939453
18,0.39523738622665405,88.97014617919922,0.51913982629776,86.01852416992188
19,0.3748411536216736,89.5506591796875,0.5064091682434082,86.4160385131836
20,0.35641738772392273,90.07312774658203,0.4950841963291168,86.78174591064453
21,0.33970069885253906,90.54583740234375,0.48494312167167664,87.11640167236328
22,0.3244686722755432,90.97557067871094,0.47583380341529846,87.42424011230469
23,0.3105345368385315,91.36793518066406,0.46765249967575073,87.70531463623047
24,0.2977411150932312,91.72760772705078,0.46025514602661133,87.96295928955078
25,0.28595516085624695,92.05850219726562,0.4535748362541199,88.19682312011719
26,0.27506279945373535,92.36394500732422,0.44750964641571045,88.4096450805664
27,0.2649666666984558,92.64675903320312,0.44199588894844055,88.60376739501953
28,0.2555826008319855,92.90937805175781,0.43699756264686584,88.79251098632812
29,0.24683843553066254,93.15388488769531,0.4324339032173157,88.96551513671875
30,0.23867107927799225,93.38208770751953,0.42824894189834595,89.12698364257812
31,0.23102526366710663,93.59556579589844,0.4244069755077362,89.27803802490234
32,0.22385257482528687,93.79570770263672,0.42087918519973755,89.41716766357422
33,0.217110738158226,93.98371887207031,0.4176386594772339,89.55026245117188
34,0.21076203882694244,94.1606674194336,0.4146566092967987,89.675537109375
35,0.20477329194545746,94.32750701904297,0.4119011163711548,89.79365539550781
36,0.19911471009254456,94.48507690429688,0.4093753397464752,89.90520477294922
37,0.19375987350940704,94.63412475585938,0.40703463554382324,90.01072692871094
38,0.18868482112884521,94.77532958984375,0.40487974882125854,90.10860443115234
39,0.1838681548833847,94.9093017578125,0.40287959575653076,90.20553588867188
40,0.17929095029830933,95.03656768798828,0.40103691816329956,90.29563903808594
41,0.17493565380573273,95.15762329101562,0.3993344306945801,90.38134002685547
42,0.1707865446805954,95.27291870117188,0.39776861667633057,90.46296691894531
43,0.16682924330234528,95.38285064697266,0.3963131606578827,90.54078674316406
44,0.16305086016654968,95.48778533935547,0.3949735164642334,90.61508178710938
45,0.1594395488500595,95.58805847167969,0.3937387466430664,90.68606567382812
46,0.15598447620868683,95.68396759033203,0.3926076889038086,90.75396728515625
47,0.15267570316791534,95.77580261230469,0.3915628492832184,90.81897735595703
48,0.149504154920578,95.86380004882812,0.39060312509536743,90.88127899169922
49,0.14646147191524506,95.94821166992188,0.3897274136543274,90.9410400390625
50,0.14353987574577332,96.02925109863281,0.3889208436012268,90.9984130859375
51,0.14073249697685242,96.10710906982422,0.388189435005188,91.05353546142578
52,0.13803261518478394,96.18196868896484,0.3875238299369812,91.10806274414062
53,0.13543422520160675,96.2540054321289,0.3869251310825348,91.15902709960938
54,0.13293173909187317,96.32337951660156,0.38638246059417725,91.20811462402344
55,0.13051989674568176,96.39022827148438,0.38589441776275635,91.2568588256836
56,0.12819388508796692,96.4546890258789,0.3854599893093109,91.3038558959961
57,0.12594926357269287,96.51689147949219,0.3850821256637573,91.35059356689453
58,0.123781718313694,96.57694244384766,0.38474833965301514,91.39436340332031
59,0.12168742716312408,96.63496398925781,0.3844563961029053,91.43798828125
60,0.11966276168823242,96.6910400390625,0.38420745730400085,91.48016357421875
61,0.11770427227020264,96.74528503417969,0.3839980661869049,91.51964569091797
62,0.11580876260995865,96.79778289794922,0.3838309347629547,91.55914306640625
63,0.11397327482700348,96.8486099243164,0.3837023675441742,91.59738159179688
64,0.11219499260187149,96.8978500366211,0.38360390067100525,91.6344223022461
65,0.11047125607728958,96.9455795288086,0.38353976607322693,91.67032623291016
66,0.10879962146282196,96.99185180664062,0.3835104703903198,91.70514678955078
67,0.10717775672674179,97.03675842285156,0.3835075795650482,91.73892974853516
68,0.10560344159603119,97.08032989501953,0.3835369348526001,91.77171325683594
69,0.10407470166683197,97.12264251708984,0.3835909068584442,91.80354309082031
70,0.10258956998586655,97.16374969482422,0.38367021083831787,91.83446502685547
71,0.1011461690068245,97.20369720458984,0.38377612829208374,91.86451721191406
72,0.09974279999732971,97.2425308227539,0.38390955328941345,91.89373779296875
73,0.0983777865767479,97.28031158447266,0.38406476378440857,91.92215728759766
74,0.09704956412315369,97.31706237792969,0.3842380940914154,91.9498062133789
75,0.09575673192739487,97.35282897949219,0.3844357430934906,91.97672271728516
76,0.09449786692857742,97.38766479492188,0.3846515417098999,92.00292205810547
77,0.09327159821987152,97.42159271240234,0.38488665223121643,92.0284423828125
78,0.09207675606012344,97.45465087890625,0.3851432502269745,92.05331420898438
79,0.09091213345527649,97.48686218261719,0.38541558384895325,92.07756042480469
80,0.08977656066417694,97.51828002929688,0.38570526242256165,92.1011962890625
81,0.08866897970438004,97.54891967773438,0.38601142168045044,92.1242446899414
82,0.08758837729692459,97.57881164550781,0.38633230328559875,92.146728515625
83,0.08653378486633301,97.60797882080078,0.38667160272598267,92.1686782836914
84,0.08550425618886948,97.63645935058594,0.3870227038860321,92.19010162353516
85,0.08449895679950714,97.66426849365234,0.3873894512653351,92.21102142333984
86,0.08351700752973557,97.69142150878906,0.3877713084220886,92.23145294189453
87,0.08255760371685028,97.71795654296875,0.38816797733306885,92.25141143798828
88,0.08161996304988861,97.743896484375,0.38857531547546387,92.27091979980469
89,0.08070338517427444,97.76924133300781,0.3889921307563782,92.28999328613281
90,0.07980713248252869,97.79402923583984,0.3894253671169281,92.30863952636719
91,0.07893054187297821,97.81826782226562,0.3898690640926361,92.32513427734375
92,0.07807298004627228,97.84198760986328,0.39032405614852905,92.34127044677734
93,0.07723382115364075,97.86518859863281,0.3907894194126129,92.359619140625
94,0.07641246914863586,97.88789367675781,0.3912624418735504,92.3767318725586
95,0.07560838013887405,97.9101333618164,0.39174774289131165,92.39181518554688
96,0.07482101023197174,97.93190002441406,0.39224356412887573,92.40658569335938
97,0.07404980808496475,97.9532241821289,0.392747163772583,92.42185974121094
98,0.07329432666301727,97.97410583496094,0.3932587206363678,92.43601989746094
99,0.0725541040301323,97.99457550048828,0.3937782049179077,92.44989776611328
100,0.07182863354682922,98.0146255493164,0.39430806040763855,92.46349334716797
101,0.07111749798059464,98.0342788696289,0.39484474062919617,92.47682189941406
102,0.0704202875494957,98.05355834960938,0.3953907787799835,92.49066162109375
103,0.06973660737276077,98.07244873046875,0.39594393968582153,92.50347137451172
104,0.06906607747077942,98.09098815917969,0.396505206823349,92.51602172851562
105,0.06840831786394119,98.10916900634766,0.397075355052948,92.5283432006836
106,0.06776296347379684,98.12700653076172,0.39764928817749023,92.5404281616211
107,0.06712967157363892,98.1445083618164,0.3982318341732025,92.55229187011719
108,0.06650809943675995,98.16168975830078,0.3988225758075714,92.56393432617188
109,0.06589793413877487,98.17855072021484,0.3994174301624298,92.57536315917969
110,0.06529886275529861,98.19511413574219,0.4000198543071747,92.58658599853516
111,0.0647105798125267,98.21137237548828,0.400628000497818,92.59759521484375
112,0.06413280963897705,98.22734832763672,0.4012424647808075,92.60841369628906
113,0.06356526166200638,98.24303436279297,0.40186262130737305,92.6197509765625
114,0.06300767511129379,98.25843811035156,0.4024870991706848,92.63018035888672
115,0.06245977804064751,98.27359008789062,0.40311604738235474,92.6411361694336
116,0.06192133203148842,98.28846740722656,0.403751939535141,92.65120697021484
117,0.06139209121465683,98.3031005859375,0.40439367294311523,92.6611099243164
118,0.06087181717157364,98.3174819946289,0.4050387442111969,92.67083740234375
119,0.06036029011011124,98.33161926269531,0.40569013357162476,92.68040466308594
120,0.059857286512851715,98.34552764892578,0.40634632110595703,92.68981170654297
121,0.05936260148882866,98.35919952392578,0.4070068895816803,92.69906616210938
122,0.058876022696495056,98.37264251708984,0.4076707661151886,92.70816802978516
123,0.05839735269546509,98.38587951660156,0.40833911299705505,92.71712493896484
124,0.05792640894651413,98.39889526367188,0.4090120196342468,92.7259292602539
125,0.05746299773454666,98.41170501708984,0.40968915820121765,92.73460388183594
126,0.05700694024562836,98.42430114746094,0.4103696644306183,92.74313354492188
127,0.056558068841695786,98.43671417236328,0.41105586290359497,92.75153350830078
128,0.05611620843410492,98.44892883300781,0.4117456078529358,92.75979614257812
129,0.055681198835372925,98.46094512939453,0.41243869066238403,92.76793670654297
130,0.05525287985801697,98.47279357910156,0.4131358563899994,92.77594757080078
131,0.05483110249042511,98.48444366455078,0.4138348400592804,92.78443908691406
132,0.05441571772098541,98.49593353271484,0.4145384728908539,92.79220581054688
133,0.05400657653808594,98.50724029541016,0.41524428129196167,92.79985046386719
134,0.05360354110598564,98.51837921142578,0.4159536361694336,92.8073959350586
135,0.05320647731423378,98.52935028076172,0.4166679382324219,92.81481170654297
136,0.05281525477766991,98.54016876220703,0.41738495230674744,92.82212829589844
137,0.052429743111133575,98.55081939697266,0.41810163855552673,92.82991027832031
138,0.05204981565475464,98.56132507324219,0.4188229739665985,92.8370132446289
139,0.051675356924533844,98.5716781616211,0.4195483326911926,92.84400939941406
140,0.05130624771118164,98.58187103271484,0.4202752113342285,92.85090637207031
141,0.050942372530698776,98.59193420410156,0.42100250720977783,92.85826873779297
142,0.050583623349666595,98.60184478759766,0.42173629999160767,92.8649673461914
143,0.05022989213466644,98.61162567138672,0.4224705100059509,92.87156677246094
144,0.04988107457756996,98.62126922607422,0.4232081472873688,92.87808227539062
145,0.049537066370248795,98.63077545166016,0.4239477813243866,92.88451385498047
146,0.04919777065515518,98.64015197753906,0.4246894419193268,92.8908462524414
147,0.04886309430003166,98.64940643310547,0.4254339337348938,92.8970947265625
148,0.048532936722040176,98.65853118896484,0.42618054151535034,92.90325927734375
149,0.04820721223950386,98.66753387451172,0.4269299805164337,92.90933990478516
150,0.04788583144545555,98.67642211914062,0.4276813268661499,92.91534423828125
151,0.047568704932928085,98.6851806640625,0.42843398451805115,92.9212646484375
152,0.047255754470825195,98.69383239746094,0.4291883707046509,92.92710876464844
153,0.046946894377470016,98.7023696899414,0.42994651198387146,92.93287658691406
154,0.04664204269647598,98.7107925415039,0.4307052791118622,92.9385757446289
155,0.046341124922037125,98.7191162109375,0.43146586418151855,92.94418334960938
156,0.04604406654834747,98.72732543945312,0.43222737312316895,92.94973754882812
157,0.04575079306960106,98.73542785644531,0.4329909682273865,92.95521545410156
158,0.04546122997999191,98.7434310913086,0.43375614285469055,92.96061706542969
159,0.04517531022429466,98.75133514404297,0.4345242381095886,92.96595764160156
160,0.044892966747283936,98.75914001464844,0.4352937638759613,92.97122955322266
161,0.04461412876844406,98.766845703125,0.4360634684562683,92.9764404296875
162,0.044338732957839966,98.77445983886719,0.43683376908302307,92.98157501220703
163,0.044066715985536575,98.781982421875,0.4376066029071808,92.98666381835938
164,0.043798014521598816,98.7894058227539,0.43838080763816833,92.9916763305664
165,0.04353257268667221,98.79674530029297,0.4391559362411499,92.99663543701172
166,0.043270327150821686,98.80399322509766,0.4399324953556061,93.00153350830078
167,0.04301122575998306,98.8111572265625,0.44071146845817566,93.00636291503906
168,0.04275520518422127,98.81822967529297,0.4414893388748169,93.01114654541016
169,0.04250221699476242,98.82522583007812,0.44227007031440735,93.01587677001953
170,0.042252205312252045,98.8321304321289,0.44305315613746643,93.02053833007812
